from,to,distance
L122,L229,26.26
L128,L229,66.775
L134,L229,26.037
L135,L229,26.037
L138,L229,43.804
L139,L229,43.804
L141,L229,45.651
L145,L229,25.781
L146,L229,26.047
L147,L229,21.769
L150,L229,44.846
L151,L229,27.189
L153,L229,9.556
L154,L229,9.556
L155,L229,9.483
L156,L229,8.313
L157,L229,8.313
L159,L229,12.235
L162,L229,10.171
L168,L229,38.486
L171,L229,6.796
L173,L229,38.029
L178,L229,43.905
L179,L229,43.905
L185,L229,24.058
L186,L229,20.752
L191,L229,1.115
L203,L229,2.648
L206,L229,20.315
L213,L229,61.838
L222,L229,15.287
L227,L229,56.164
L229,L229,0
L231,L229,0.125
L246,L229,12.331
L247,L229,12.525
L249,L229,1.468
L252,L229,1.276
L262,L229,25.212
L271,L229,56.779
L273,L229,57.536
L274,L229,56.548
L292,L229,5.103
L299,L229,46.295
L309,L229,25.947
L310,L229,27.627
L313,L229,5.339
L315,L229,45.897
L321,L229,45.79
L323,L229,24.246
L328,L229,24.625
L333,L229,23.936
L334,L229,23.853
L336,L229,44.864
L338,L229,45.25
L349,L229,45.024
L355,L229,48.752
L361,L229,34.285
L365,L229,25.2
L370,L229,1.185
L371,L229,1.185
L375,L229,1.562
L382,L229,45.651
L385,L229,1.115
L387,L229,56.854
L392,L229,41.445
L393,L229,45.079
L402,L229,40.087
L408,L229,40.145
L411,L229,40.175
L412,L229,40.333
L418,L229,43.839
L423,L229,44.903
L430,L229,91.289
L431,L229,77.253
L437,L229,59.999
L444,L229,86.271
L445,L229,87.656
L469,L229,76.454
L483,L229,79.534
L493,L229,92.833
L495,L229,70.84
L496,L229,61.19
L511,L229,74.616
L527,L229,44.792
L529,L229,40.393
L530,L229,40.333
L540,L229,72.461
L543,L229,69.858
L554,L229,40.333
L556,L229,85.68
L560,L229,91.145
L0,L231,45.232
L7,L231,28.104
L18,L231,68.409
L26,L231,54.523
L33,L231,6.179
L36,L231,4.768
L38,L231,41.375
L57,L231,5.704
L62,L231,16.761
L63,L231,1.82
L70,L231,24.563
L75,L231,45.556
L76,L231,45.556
L77,L231,45.985
L78,L231,49.794
L79,L231,46.968
L80,L231,45.556
L81,L231,46.149
L82,L231,45.891
L91,L231,45.368
L93,L231,45.524
L99,L231,45.161
L102,L231,44.899
L103,L231,62.213
L106,L231,44.779
L113,L231,23.496
L116,L231,23.538
L122,L231,26.165
L128,L231,66.68
L134,L231,25.942
L135,L231,25.942
L138,L231,43.709
L139,L231,43.709
L141,L231,45.556
L145,L231,25.656
L146,L231,25.922
L147,L231,21.674
L150,L231,44.751
L151,L231,27.094
L153,L231,9.431
L154,L231,9.431
L155,L231,9.358
L156,L231,8.188
L157,L231,8.188
L159,L231,12.11
L162,L231,10.046
L168,L231,38.391
L171,L231,6.701
L173,L231,37.98
L178,L231,43.81
L179,L231,43.81
L185,L231,23.933
L186,L231,20.627
L191,L231,1.02
L203,L231,2.553
L206,L231,20.19
L213,L231,61.743
L222,L231,15.162
L227,L231,56.069
L229,L231,0.759
L231,L231,0
L246,L231,12.282
L247,L231,12.476
L249,L231,1.419
L252,L231,1.227
L262,L231,25.087
L271,L231,56.684
L273,L231,57.441
L274,L231,56.453
L292,L231,5.054
L299,L231,46.2
L309,L231,25.822
L310,L231,27.532
L313,L231,5.29
L315,L231,45.802
L321,L231,45.695
L323,L231,24.151
L328,L231,24.53
L333,L231,23.811
L334,L231,23.728
L336,L231,44.769
L338,L231,45.155
L349,L231,44.929
L355,L231,48.657
L361,L231,27.433
L365,L231,25.075
L370,L231,1.136
L371,L231,1.136
L375,L231,1.513
L382,L231,45.556
L385,L231,1.02
L387,L231,56.759
L392,L231,41.35
L393,L231,44.984
L402,L231,39.992
L408,L231,40.05
L411,L231,40.08
L412,L231,40.238
L418,L231,43.744
L423,L231,44.808
L430,L231,91.194
L431,L231,77.158
L437,L231,59.904
L444,L231,86.176
L445,L231,87.561
L469,L231,76.359
L483,L231,79.439
L493,L231,92.738
L495,L231,70.745
L496,L231,61.095
L511,L231,74.521
L527,L231,44.697
L529,L231,40.298
L530,L231,40.238
L540,L231,72.366
L543,L231,69.763
L554,L231,40.238
L556,L231,85.585
L560,L231,91.05
L0,L246,30.027
L7,L246,40.95
L18,L246,53.204
L26,L246,66.584
L33,L246,8.423
L36,L246,8.097
L38,L246,53.436
L57,L246,17.765
L62,L246,19.419
L63,L246,13.881
L70,L246,36.624
L75,L246,30.351
L76,L246,30.351
L77,L246,30.78
L78,L246,34.915
L79,L246,31.763
L80,L246,30.351
L81,L246,30.944
L82,L246,30.686
L91,L246,30.163
L93,L246,30.319
L99,L246,29.956
L102,L246,29.694
L103,L246,74.274
L106,L246,29.574
L113,L246,40.189
L116,L246,35.599
L122,L246,38.226
L128,L246,78.741
L134,L246,39.783
L135,L246,39.783
L138,L246,55.77
L139,L246,55.77
L141,L246,30.351
L145,L246,39.006
L146,L246,37.973
L147,L246,33.735
L150,L246,29.546
L151,L246,39.155
L153,L246,16.368
L154,L246,16.368
L155,L246,16.279
L156,L246,18.556
L157,L246,18.556
L159,L246,14.173
L162,L246,20.414
L168,L246,30.569
L171,L246,18.762
L173,L246,25.897
L178,L246,55.871
L179,L246,55.871
L185,L246,20.706
L186,L246,23.094
L191,L246,12.148
L203,L246,13.681
L206,L246,18.408
L213,L246,46.864
L222,L246,22.099
L227,L246,40.864
L229,L246,12.124
L231,L246,12.249
L246,L246,0
L247,L246,0.562
L249,L246,11.059
L252,L246,11.383
L262,L246,11.772
L271,L246,68.745
L273,L246,69.502
L274,L246,68.514
L292,L246,7.906
L299,L246,58.261
L309,L246,41.728
L310,L246,41.185
L313,L246,7.534
L315,L246,30.597
L321,L246,30.49
L323,L246,36.212
L328,L246,36.591
L333,L246,40.228
L334,L246,39.957
L336,L246,29.564
L338,L246,29.95
L349,L246,29.724
L355,L246,33.778
L361,L246,31.633
L365,L246,33.071
L370,L246,11.292
L371,L246,11.292
L375,L246,10.775
L382,L246,30.351
L385,L246,12.148
L387,L246,68.82
L392,L246,29.751
L393,L246,29.779
L402,L246,30.949
L408,L246,25.997
L411,L246,26.217
L412,L246,26.113
L418,L246,26.371
L423,L246,26.126
L430,L246,103.255
L431,L246,89.219
L437,L246,62.602
L444,L246,88.874
L445,L246,90.259
L469,L246,88.42
L483,L246,91.5
L493,L246,97.972
L495,L246,82.806
L496,L246,73.156
L511,L246,86.582
L527,L246,29.492
L529,L246,26.435
L530,L246,26.113
L540,L246,84.427
L543,L246,81.824
L554,L246,26.113
L556,L246,97.646
L560,L246,103.111
L0,L247,30.134
L7,L247,41.057
L18,L247,53.311
L26,L247,66.778
L33,L247,8.617
L36,L247,8.291
L38,L247,53.63
L57,L247,17.959
L62,L247,19.526
L63,L247,14.075
L70,L247,36.818
L75,L247,30.458
L76,L247,30.458
L77,L247,30.887
L78,L247,35.022
L79,L247,31.87
L80,L247,30.458
L81,L247,31.051
L82,L247,30.793
L91,L247,30.27
L93,L247,30.426
L99,L247,30.063
L102,L247,29.801
L103,L247,74.468
L106,L247,29.681
L113,L247,40.296
L116,L247,35.793
L122,L247,38.42
L128,L247,78.935
L134,L247,39.977
L135,L247,39.977
L138,L247,55.964
L139,L247,55.964
L141,L247,30.458
L145,L247,39.113
L146,L247,38.08
L147,L247,33.929
L150,L247,29.653
L151,L247,39.349
L153,L247,16.562
L154,L247,16.562
L155,L247,16.473
L156,L247,18.75
L157,L247,18.75
L159,L247,14.367
L162,L247,20.608
L168,L247,30.676
L171,L247,18.956
L173,L247,26.004
L178,L247,56.065
L179,L247,56.065
L185,L247,20.813
L186,L247,23.201
L191,L247,12.342
L203,L247,13.875
L206,L247,18.515
L213,L247,46.971
L222,L247,22.293
L227,L247,40.971
L229,L247,12.318
L231,L247,12.443
L246,L247,0.562
L247,L247,0
L249,L247,11.253
L252,L247,11.577
L262,L247,11.966
L271,L247,68.939
L273,L247,69.696
L274,L247,68.708
L292,L247,8.1
L299,L247,58.455
L309,L247,41.835
L310,L247,41.292
L313,L247,7.728
L315,L247,30.704
L321,L247,30.597
L323,L247,36.406
L328,L247,36.785
L333,L247,40.335
L334,L247,40.064
L336,L247,29.671
L338,L247,30.057
L349,L247,29.831
L355,L247,33.885
L361,L247,31.74
L365,L247,33.178
L370,L247,11.486
L371,L247,11.486
L375,L247,10.969
L382,L247,30.458
L385,L247,12.342
L387,L247,69.014
L392,L247,29.858
L393,L247,29.886
L402,L247,31.056
L408,L247,26.104
L411,L247,26.324
L412,L247,26.22
L418,L247,26.478
L423,L247,26.233
L430,L247,103.449
L431,L247,89.413
L437,L247,62.709
L444,L247,88.981
L445,L247,90.366
L469,L247,88.614
L483,L247,91.694
L493,L247,98.079
L495,L247,83
L496,L247,73.35
L511,L247,86.776
L527,L247,29.599
L529,L247,26.542
L530,L247,26.22
L540,L247,84.621
L543,L247,82.018
L554,L247,26.22
L556,L247,97.84
L560,L247,103.305
L0,L249,46.433
L7,L249,35.053
L18,L249,69.61
L26,L249,55.724
L33,L249,4.949
L36,L249,3.538
L38,L249,42.576
L57,L249,6.905
L62,L249,16.553
L63,L249,3.021
L70,L249,25.764
L75,L249,46.757
L76,L249,46.757
L77,L249,47.186
L78,L249,50.995
L79,L249,48.169
L80,L249,46.757
L81,L249,47.35
L82,L249,47.092
L91,L249,46.569
L93,L249,46.725
L99,L249,46.362
L102,L249,46.1
L103,L249,63.414
L106,L249,45.98
L113,L249,24.885
L116,L249,24.739
L122,L249,27.366
L128,L249,67.881
L134,L249,27.143
L135,L249,27.143
L138,L249,44.91
L139,L249,44.91
L141,L249,46.757
L145,L249,27.045
L146,L249,27.311
L147,L249,22.875
L150,L249,45.952
L151,L249,28.295
L153,L249,10.82
L154,L249,10.82
L155,L249,10.747
L156,L249,9.577
L157,L249,9.577
L159,L249,10.699
L162,L249,11.435
L168,L249,39.592
L171,L249,7.902
L173,L249,36.75
L178,L249,45.011
L179,L249,45.011
L185,L249,23.725
L186,L249,22.016
L191,L249,1.288
L203,L249,2.821
L206,L249,20.308
L213,L249,62.944
L222,L249,16.551
L227,L249,57.27
L229,L249,1.264
L231,L249,1.389
L246,L249,11.052
L247,L249,11.246
L249,L249,0
L252,L249,0.231
L262,L249,24.879
L271,L249,57.885
L273,L249,58.642
L274,L249,57.654
L292,L249,3.824
L299,L249,47.401
L309,L249,27.759
L310,L249,28.733
L313,L249,4.06
L315,L249,47.003
L321,L249,46.896
L323,L249,25.352
L328,L249,25.731
L333,L249,25.2
L334,L249,25.117
L336,L249,45.97
L338,L249,46.356
L349,L249,46.13
L355,L249,49.858
L361,L249,35.391
L365,L249,26.464
L370,L249,0.321
L371,L249,0.321
L375,L249,0.351
L382,L249,46.757
L385,L249,1.288
L387,L249,57.96
L392,L249,42.551
L393,L249,46.185
L402,L249,41.193
L408,L249,41.251
L411,L249,41.281
L412,L249,41.439
L418,L249,37.224
L423,L249,36.979
L430,L249,92.395
L431,L249,78.359
L437,L249,61.105
L444,L249,87.377
L445,L249,88.762
L469,L249,77.56
L483,L249,80.64
L493,L249,93.939
L495,L249,71.946
L496,L249,62.296
L511,L249,75.722
L527,L249,45.898
L529,L249,41.499
L530,L249,41.439
L540,L249,73.567
L543,L249,70.964
L554,L249,41.439
L556,L249,86.786
L560,L249,92.251
L0,L252,46.259
L7,L252,34.879
L18,L252,69.436
L26,L252,55.55
L33,L252,5.157
L36,L252,3.746
L38,L252,42.402
L57,L252,6.731
L62,L252,16.761
L63,L252,2.847
L70,L252,25.59
L75,L252,46.583
L76,L252,46.583
L77,L252,47.012
L78,L252,50.821
L79,L252,47.995
L80,L252,46.583
L81,L252,47.176
L82,L252,46.918
L91,L252,46.395
L93,L252,46.551
L99,L252,46.188
L102,L252,45.926
L103,L252,63.24
L106,L252,45.806
L113,L252,24.711
L116,L252,24.565
L122,L252,27.192
L128,L252,67.707
L134,L252,26.969
L135,L252,26.969
L138,L252,44.736
L139,L252,44.736
L141,L252,46.583
L145,L252,26.871
L146,L252,27.137
L147,L252,22.701
L150,L252,45.778
L151,L252,28.121
L153,L252,10.646
L154,L252,10.646
L155,L252,10.573
L156,L252,9.403
L157,L252,9.403
L159,L252,10.907
L162,L252,11.261
L168,L252,39.418
L171,L252,7.728
L173,L252,36.958
L178,L252,44.837
L179,L252,44.837
L185,L252,23.933
L186,L252,21.842
L191,L252,1.114
L203,L252,2.647
L206,L252,20.516
L213,L252,62.77
L222,L252,16.377
L227,L252,57.096
L229,L252,1.09
L231,L252,1.215
L246,L252,11.26
L247,L252,11.454
L249,L252,0.231
L252,L252,0
L262,L252,25.087
L271,L252,57.711
L273,L252,58.468
L274,L252,57.48
L292,L252,4.032
L299,L252,47.227
L309,L252,27.585
L310,L252,28.559
L313,L252,4.268
L315,L252,46.829
L321,L252,46.722
L323,L252,25.178
L328,L252,25.557
L333,L252,25.026
L334,L252,24.943
L336,L252,45.796
L338,L252,46.182
L349,L252,45.956
L355,L252,49.684
L361,L252,35.217
L365,L252,26.29
L370,L252,0.09
L371,L252,0.09
L375,L252,0.491
L382,L252,46.583
L385,L252,1.114
L387,L252,57.786
L392,L252,42.377
L393,L252,46.011
L402,L252,41.019
L408,L252,41.077
L411,L252,41.107
L412,L252,41.265
L418,L252,44.771
L423,L252,37.187
L430,L252,92.221
L431,L252,78.185
L437,L252,60.931
L444,L252,87.203
L445,L252,88.588
L469,L252,77.386
L483,L252,80.466
L493,L252,93.765
L495,L252,71.772
L496,L252,62.122
L511,L252,75.548
L527,L252,45.724
L529,L252,41.325
L530,L252,41.265
L540,L252,73.393
L543,L252,70.79
L554,L252,41.265
L556,L252,86.612
L560,L252,92.077
L0,L262,25.285
L7,L262,32.074
L18,L262,48.462
L26,L262,75.685
L33,L262,14.283
L36,L262,13.957
L38,L262,62.537
L57,L262,23.625
L62,L262,8.38
L63,L262,19.741
L70,L262,29.139
L75,L262,25.609
L76,L262,25.609
L77,L262,26.038
L78,L262,30.173
L79,L262,27.021
L80,L262,25.609
L81,L262,26.202
L82,L262,25.944
L91,L262,25.421
L93,L262,25.577
L99,L262,25.214
L102,L262,24.952
L103,L262,83.375
L106,L262,24.832
L113,L262,28.506
L116,L262,29.469
L122,L262,30.741
L128,L262,87.842
L134,L262,30.518
L135,L262,30.518
L138,L262,64.871
L139,L262,64.871
L141,L262,25.609
L145,L262,30.13
L146,L262,29.097
L147,L262,31.353
L150,L262,24.804
L151,L262,31.67
L153,L262,18.129
L154,L262,18.129
L155,L262,16.63
L156,L262,18.907
L157,L262,18.907
L159,L262,15.727
L162,L262,20.765
L168,L262,26.622
L171,L262,24.622
L173,L262,21.155
L178,L262,64.972
L179,L262,64.972
L185,L262,10.786
L186,L262,12.055
L191,L262,18.008
L203,L262,19.541
L206,L262,7.369
L213,L262,42.122
L222,L262,14.741
L227,L262,36.122
L229,L262,17.984
L231,L262,18.109
L246,L262,11.772
L247,L262,11.966
L249,L262,16.919
L252,L262,17.243
L262,L262,0
L271,L262,77.846
L273,L262,78.603
L274,L262,77.615
L292,L262,13.766
L299,L262,67.362
L309,L262,30.832
L310,L262,32.309
L313,L262,13.394
L315,L262,25.855
L321,L262,25.748
L323,L262,28.949
L328,L262,29.106
L333,L262,28.821
L334,L262,28.738
L336,L262,24.822
L338,L262,25.208
L349,L262,24.982
L355,L262,29.036
L361,L262,24.167
L365,L262,23.513
L370,L262,17.152
L371,L262,17.152
L375,L262,16.635
L382,L262,25.609
L385,L262,18.008
L387,L262,77.921
L392,L262,25.009
L393,L262,25.037
L402,L262,26.207
L408,L262,21.255
L411,L262,21.475
L412,L262,21.371
L418,L262,21.629
L423,L262,21.384
L430,L262,101.881
L431,L262,87.845
L437,L262,57.86
L444,L262,84.132
L445,L262,85.517
L469,L262,87.046
L483,L262,100.601
L493,L262,93.23
L495,L262,81.432
L496,L262,71.782
L511,L262,85.208
L527,L262,24.75
L529,L262,21.693
L530,L262,21.371
L540,L262,83.053
L543,L262,80.45
L554,L262,21.371
L556,L262,96.272
L560,L262,112.212
L0,L271,61.459
L7,L271,50.079
L18,L271,84.636
L26,L271,14.81
L33,L271,62.259
L36,L271,60.848
L38,L271,15.432
L57,L271,54.13
L62,L271,73.715
L63,L271,54.436
L70,L271,42.57
L75,L271,61.783
L76,L271,61.783
L77,L271,62.212
L78,L271,66.021
L79,L271,63.195
L80,L271,61.783
L81,L271,62.376
L82,L271,62.118
L91,L271,61.595
L93,L271,61.751
L99,L271,61.388
L102,L271,61.126
L103,L271,5.647
L106,L271,61.006
L113,L271,43.121
L116,L271,41.545
L122,L271,40.375
L128,L271,10.114
L134,L271,43.949
L135,L271,43.949
L138,L271,14.05
L139,L271,14.05
L141,L271,61.783
L145,L271,48.135
L146,L271,47.102
L147,L271,40.912
L150,L271,60.978
L151,L271,45.101
L153,L271,60.952
L154,L271,60.952
L155,L271,65.076
L156,L271,63.906
L157,L271,63.906
L159,L271,67.828
L162,L271,55.843
L168,L271,54.618
L171,L271,56.596
L173,L271,67.961
L178,L271,19.689
L179,L271,19.689
L185,L271,66.71
L186,L271,61.369
L191,L271,56.708
L203,L271,58.241
L206,L271,72.216
L213,L271,77.97
L222,L271,61.88
L227,L271,72.296
L229,L271,56.447
L231,L271,56.572
L246,L271,68.362
L247,L271,68.556
L249,L271,57.509
L252,L271,57.307
L262,L271,77.275
L271,L271,0
L273,L271,0.319
L274,L271,0.304
L292,L271,61.134
L299,L271,11.645
L309,L271,44.565
L310,L271,45.539
L313,L271,61.37
L315,L271,62.029
L321,L271,61.922
L323,L271,42.158
L328,L271,42.537
L333,L271,43.436
L334,L271,43.353
L336,L271,60.996
L338,L271,61.382
L349,L271,61.156
L355,L271,64.884
L361,L271,50.417
L365,L271,51.615
L370,L271,57.216
L371,L271,57.216
L375,L271,57.593
L382,L271,61.783
L385,L271,56.708
L387,L271,0.075
L392,L271,57.577
L393,L271,61.211
L402,L271,56.219
L408,L271,56.277
L411,L271,56.307
L412,L271,56.465
L418,L271,59.971
L423,L271,61.035
L430,L271,103.83
L431,L271,93.385
L437,L271,76.131
L444,L271,102.403
L445,L271,103.788
L469,L271,92.586
L483,L271,77.211
L493,L271,108.965
L495,L271,86.972
L496,L271,77.322
L511,L271,77.202
L527,L271,60.924
L529,L271,56.525
L530,L271,56.465
L540,L271,80.77
L543,L271,85.99
L554,L271,56.465
L556,L271,101.812
L560,L271,88.822
L0,L273,61.656
L7,L273,50.276
L18,L273,84.833
L26,L273,15.007
L33,L273,62.456
L36,L273,61.045
L38,L273,15.629
L57,L273,54.327
L62,L273,73.912
L63,L273,54.633
L70,L273,42.767
L75,L273,61.98
L76,L273,61.98
L77,L273,62.409
L78,L273,66.218
L79,L273,63.392
L80,L273,61.98
L81,L273,62.573
L82,L273,62.315
L91,L273,61.792
L93,L273,61.948
L99,L273,61.585
L102,L273,61.323
L103,L273,5.448
L106,L273,61.203
L113,L273,43.318
L116,L273,41.742
L122,L273,40.572
L128,L273,9.915
L134,L273,44.146
L135,L273,44.146
L138,L273,14.247
L139,L273,14.247
L141,L273,61.98
L145,L273,48.332
L146,L273,47.299
L147,L273,41.109
L150,L273,61.175
L151,L273,45.298
L153,L273,61.149
L154,L273,61.149
L155,L273,65.273
L156,L273,64.103
L157,L273,64.103
L159,L273,68.025
L162,L273,56.04
L168,L273,54.815
L171,L273,56.793
L173,L273,68.158
L178,L273,19.886
L179,L273,19.886
L185,L273,66.907
L186,L273,61.566
L191,L273,56.905
L203,L273,58.438
L206,L273,72.413
L213,L273,78.167
L222,L273,62.077
L227,L273,72.493
L229,L273,56.644
L231,L273,56.769
L246,L273,68.559
L247,L273,68.753
L249,L273,57.706
L252,L273,57.504
L262,L273,77.472
L271,L273,0.482
L273,L273,0
L274,L273,0.501
L292,L273,61.331
L299,L273,11.842
L309,L273,44.762
L310,L273,45.736
L313,L273,61.567
L315,L273,62.226
L321,L273,62.119
L323,L273,42.355
L328,L273,42.734
L333,L273,43.633
L334,L273,43.55
L336,L273,61.193
L338,L273,61.579
L349,L273,61.353
L355,L273,65.081
L361,L273,50.614
L365,L273,51.812
L370,L273,57.413
L371,L273,57.413
L375,L273,57.79
L382,L273,61.98
L385,L273,56.905
L387,L273,0.557
L392,L273,57.774
L393,L273,61.408
L402,L273,56.416
L408,L273,56.474
L411,L273,56.504
L412,L273,56.662
L418,L273,60.168
L423,L273,61.232
L430,L273,104.027
L431,L273,93.582
L437,L273,76.328
L444,L273,102.6
L445,L273,103.985
L469,L273,92.783
L483,L273,77.408
L493,L273,109.162
L495,L273,87.169
L496,L273,77.519
L511,L273,77.399
L527,L273,61.121
L529,L273,56.722
L530,L273,56.662
L540,L273,80.967
L543,L273,86.187
L554,L273,56.662
L556,L273,102.009
L560,L273,89.019
L0,L274,61.15
L7,L274,49.77
L18,L274,84.327
L26,L274,14.501
L33,L274,61.95
L36,L274,60.539
L38,L274,15.123
L57,L274,53.821
L62,L274,73.406
L63,L274,54.127
L70,L274,42.261
L75,L274,61.474
L76,L274,61.474
L77,L274,61.903
L78,L274,65.712
L79,L274,62.886
L80,L274,61.474
L81,L274,62.067
L82,L274,61.809
L91,L274,61.286
L93,L274,61.442
L99,L274,61.079
L102,L274,60.817
L103,L274,5.76
L106,L274,60.697
L113,L274,42.812
L116,L274,41.236
L122,L274,40.066
L128,L274,10.227
L134,L274,43.64
L135,L274,43.64
L138,L274,13.741
L139,L274,13.741
L141,L274,61.474
L145,L274,47.826
L146,L274,46.793
L147,L274,40.603
L150,L274,60.669
L151,L274,44.792
L153,L274,60.643
L154,L274,60.643
L155,L274,64.767
L156,L274,63.597
L157,L274,63.597
L159,L274,67.519
L162,L274,55.534
L168,L274,54.309
L171,L274,56.287
L173,L274,67.652
L178,L274,19.38
L179,L274,19.38
L185,L274,66.401
L186,L274,61.06
L191,L274,56.399
L203,L274,57.932
L206,L274,71.907
L213,L274,77.661
L222,L274,61.571
L227,L274,71.987
L229,L274,56.138
L231,L274,56.263
L246,L274,68.053
L247,L274,68.247
L249,L274,57.2
L252,L274,56.998
L262,L274,76.966
L271,L274,0.231
L273,L274,0.988
L274,L274,0
L292,L274,60.825
L299,L274,11.336
L309,L274,44.256
L310,L274,45.23
L313,L274,61.061
L315,L274,61.72
L321,L274,61.613
L323,L274,41.849
L328,L274,42.228
L333,L274,43.127
L334,L274,43.044
L336,L274,60.687
L338,L274,61.073
L349,L274,60.847
L355,L274,64.575
L361,L274,50.108
L365,L274,51.306
L370,L274,56.907
L371,L274,56.907
L375,L274,57.284
L382,L274,61.474
L385,L274,56.399
L387,L274,0.306
L392,L274,57.268
L393,L274,60.902
L402,L274,55.91
L408,L274,55.968
L411,L274,55.998
L412,L274,56.156
L418,L274,59.662
L423,L274,60.726
L430,L274,103.521
L431,L274,93.076
L437,L274,75.822
L444,L274,102.094
L445,L274,103.479
L469,L274,92.277
L483,L274,76.902
L493,L274,108.656
L495,L274,86.663
L496,L274,77.013
L511,L274,76.893
L527,L274,60.615
L529,L274,56.216
L530,L274,56.156
L540,L274,80.461
L543,L274,85.681
L554,L274,56.156
L556,L274,101.503
L560,L274,88.513
L0,L292,37.73
L7,L292,38.681
L18,L292,60.907
L26,L292,59.352
L33,L292,1.799
L36,L292,0.907
L38,L292,46.204
L57,L292,10.533
L62,L292,13.403
L63,L292,6.649
L70,L292,29.392
L75,L292,38.054
L76,L292,38.054
L77,L292,38.483
L78,L292,42.618
L79,L292,39.466
L80,L292,38.054
L81,L292,38.647
L82,L292,38.389
L91,L292,37.866
L93,L292,38.022
L99,L292,37.659
L102,L292,37.397
L103,L292,67.042
L106,L292,37.277
L113,L292,29.943
L116,L292,28.367
L122,L292,30.994
L128,L292,71.509
L134,L292,32.551
L135,L292,32.551
L138,L292,48.538
L139,L292,48.538
L141,L292,38.054
L145,L292,32.103
L146,L292,35.704
L147,L292,26.503
L150,L292,37.249
L151,L292,31.923
L153,L292,9.744
L154,L292,9.744
L155,L292,9.655
L156,L292,11.932
L157,L292,11.932
L159,L292,7.549
L162,L292,13.79
L168,L292,38.272
L171,L292,11.53
L173,L292,33.6
L178,L292,48.639
L179,L292,48.639
L185,L292,20.575
L186,L292,20.94
L191,L292,4.916
L203,L292,6.449
L206,L292,17.158
L213,L292,54.567
L222,L292,15.475
L227,L292,48.567
L229,L292,4.892
L231,L292,5.017
L246,L292,7.902
L247,L292,8.096
L249,L292,3.827
L252,L292,4.151
L262,L292,13.762
L271,L292,61.513
L273,L292,62.27
L274,L292,61.282
L292,L292,0
L299,L292,51.029
L309,L292,31.387
L310,L292,34.141
L313,L292,0.91
L315,L292,38.3
L321,L292,38.193
L323,L292,28.98
L328,L292,29.359
L333,L292,30.258
L334,L292,30.175
L336,L292,37.267
L338,L292,37.653
L349,L292,37.427
L355,L292,41.481
L361,L292,39.019
L365,L292,25.391
L370,L292,4.06
L371,L292,4.06
L375,L292,3.543
L382,L292,38.054
L385,L292,4.916
L387,L292,61.588
L392,L292,37.454
L393,L292,37.482
L402,L292,38.652
L408,L292,33.7
L411,L292,33.92
L412,L292,33.816
L418,L292,34.074
L423,L292,33.829
L430,L292,96.023
L431,L292,81.987
L437,L292,64.733
L444,L292,91.005
L445,L292,92.39
L469,L292,81.188
L483,L292,84.268
L493,L292,97.567
L495,L292,75.574
L496,L292,65.924
L511,L292,79.35
L527,L292,37.195
L529,L292,34.138
L530,L292,33.816
L540,L292,77.195
L543,L292,74.592
L554,L292,33.816
L556,L292,90.414
L560,L292,95.879
L0,L299,50.901
L7,L299,39.521
L18,L299,74.078
L26,L299,7.842
L33,L299,51.701
L36,L299,50.29
L38,L299,4.874
L57,L299,43.572
L62,L299,63.157
L63,L299,43.878
L70,L299,32.012
L75,L299,51.225
L76,L299,51.225
L77,L299,51.654
L78,L299,55.463
L79,L299,52.637
L80,L299,51.225
L81,L299,51.818
L82,L299,51.56
L91,L299,51.037
L93,L299,51.193
L99,L299,50.83
L102,L299,50.568
L103,L299,17.1
L106,L299,50.448
L113,L299,32.563
L116,L299,30.987
L122,L299,29.817
L128,L299,21.567
L134,L299,33.391
L135,L299,33.391
L138,L299,3.492
L139,L299,3.492
L141,L299,51.225
L145,L299,37.577
L146,L299,36.544
L147,L299,30.354
L150,L299,50.42
L151,L299,34.543
L153,L299,50.394
L154,L299,50.394
L155,L299,54.518
L156,L299,53.348
L157,L299,53.348
L159,L299,57.27
L162,L299,45.285
L168,L299,44.06
L171,L299,46.038
L173,L299,57.403
L178,L299,9.131
L179,L299,9.131
L185,L299,56.152
L186,L299,50.811
L191,L299,46.15
L203,L299,47.683
L206,L299,61.658
L213,L299,67.412
L222,L299,51.322
L227,L299,61.738
L229,L299,45.889
L231,L299,46.014
L246,L299,57.804
L247,L299,57.998
L249,L299,46.951
L252,L299,46.749
L262,L299,66.717
L271,L299,11.571
L273,L299,12.328
L274,L299,11.34
L292,L299,50.576
L299,L299,0
L309,L299,34.007
L310,L299,34.981
L313,L299,50.812
L315,L299,51.471
L321,L299,51.364
L323,L299,31.6
L328,L299,31.979
L333,L299,32.878
L334,L299,32.795
L336,L299,50.438
L338,L299,50.824
L349,L299,50.598
L355,L299,54.326
L361,L299,39.859
L365,L299,41.057
L370,L299,46.658
L371,L299,46.658
L375,L299,47.035
L382,L299,51.225
L385,L299,46.15
L387,L299,11.646
L392,L299,47.019
L393,L299,50.653
L402,L299,45.661
L408,L299,45.719
L411,L299,45.749
L412,L299,45.907
L418,L299,49.413
L423,L299,50.477
L430,L299,93.272
L431,L299,82.827
L437,L299,65.573
L444,L299,91.845
L445,L299,93.23
L469,L299,82.028
L483,L299,66.653
L493,L299,98.407
L495,L299,76.414
L496,L299,66.764
L511,L299,66.644
L527,L299,50.366
L529,L299,45.967
L530,L299,45.907
L540,L299,70.212
L543,L299,75.432
L554,L299,45.907
L556,L299,91.254
L560,L299,78.264
