from,to,time
L63,L229,3.216666667
L70,L229,22.6
L75,L229,36.45
L76,L229,36.45
L77,L229,35.88333333
L78,L229,35.88333333
L79,L229,38.63333333
L80,L229,36.45
L81,L229,36.73333333
L82,L229,35.76666667
L91,L229,35.71666667
L93,L229,36.41666667
L99,L229,35.33333333
L102,L229,34.56666667
L103,L229,55.21666667
L106,L229,34.56666667
L113,L229,21.48333333
L116,L229,20.88333333
L122,L229,26.66666667
L128,L229,58
L134,L229,25.23333333
L135,L229,25.23333333
L138,L229,37.36666667
L139,L229,37.36666667
L141,L229,36.45
L145,L229,24.31666667
L146,L229,24.45
L147,L229,18.75
L150,L229,34.38333333
L151,L229,26.96666667
L153,L229,10.03333333
L154,L229,10.03333333
L155,L229,9.95
L156,L229,9.116666667
L157,L229,9.116666667
L159,L229,12.43333333
L162,L229,10.28333333
L168,L229,31.95
L171,L229,10.01666667
L173,L229,36.43333333
L178,L229,39.16666667
L179,L229,39.16666667
L185,L229,22.9
L186,L229,19.33333333
L191,L229,3.083333333
L203,L229,4.933333333
L206,L229,18.58333333
L213,L229,46.9
L222,L229,15
L227,L229,44.6
L229,L229,0
L231,L229,0.25
L246,L229,13.6
L247,L229,14.45
L249,L229,2.783333333
L252,L229,3.233333333
L262,L229,24.28333333
L271,L229,47.41666667
L273,L229,49.61666667
L274,L229,46.91666667
L292,L229,7.9
L299,L229,39.36666667
L309,L229,24.81666667
L310,L229,27.38333333
L313,L229,7.8
L315,L229,36.61666667
L321,L229,36.96666667
L323,L229,21.76666667
L328,L229,22.61666667
L333,L229,22.3
L334,L229,21.76666667
L336,L229,34.16666667
L338,L229,35.15
L349,L229,35.16666667
L355,L229,36.7
L361,L229,27.3
L365,L229,23.63333333
L370,L229,2.966666667
L371,L229,2.966666667
L375,L229,3.083333333
L382,L229,36.45
L385,L229,3.083333333
L387,L229,47.68333333
L392,L229,34.85
L393,L229,34.38333333
L402,L229,32.31666667
L408,L229,30.25
L411,L229,30.05
L412,L229,30.5
L418,L229,32.98333333
L423,L229,33.61666667
L430,L229,81.1
L431,L229,67.46666667
L437,L229,49.1
L444,L229,70.8
L445,L229,72.13333333
L469,L229,65.61666667
L483,L229,63.8
L493,L229,76.9
L495,L229,60.53333333
L496,L229,52.3
L511,L229,63.61666667
L527,L229,33.91666667
L529,L229,30.7
L530,L229,30.5
L540,L229,62.26666667
L543,L229,58.18333333
L554,L229,30.5
L556,L229,73.35
L560,L229,74.7
L0,L231,35.15
L7,L231,28.18333333
L18,L231,53.58333333
L26,L231,47.75
L33,L231,8.9
L36,L231,7.2
L38,L231,35.33333333
L57,L231,7.216666667
L62,L231,16.45
L63,L231,3.183333333
L70,L231,22.56666667
L75,L231,36.41666667
L76,L231,36.41666667
L77,L231,35.85
L78,L231,35.85
L79,L231,38.6
L80,L231,36.41666667
L81,L231,36.7
L82,L231,35.73333333
L91,L231,35.68333333
L93,L231,36.38333333
L99,L231,35.3
L102,L231,34.53333333
L103,L231,55.18333333
L106,L231,34.53333333
L113,L231,21.23333333
L116,L231,20.85
L122,L231,26.63333333
L128,L231,57.96666667
L134,L231,25.2
L135,L231,25.2
L138,L231,37.33333333
L139,L231,37.33333333
L141,L231,36.41666667
L145,L231,24.05
L146,L231,24.18333333
L147,L231,18.71666667
L150,L231,34.35
L151,L231,26.93333333
L153,L231,9.766666667
L154,L231,9.766666667
L155,L231,9.683333333
L156,L231,8.85
L157,L231,8.85
L159,L231,12.16666667
L162,L231,10.01666667
L168,L231,31.91666667
L171,L231,9.983333333
L173,L231,36.3
L178,L231,39.15
L179,L231,39.15
L185,L231,22.63333333
L186,L231,19.06666667
L191,L231,3.05
L203,L231,4.9
L206,L231,18.31666667
L213,L231,46.86666667
L222,L231,14.73333333
L227,L231,44.56666667
L229,L231,2.35
L231,L231,0
L246,L231,13.46666667
L247,L231,14.31666667
L249,L231,2.65
L252,L231,3.1
L262,L231,24.01666667
L271,L231,47.38333333
L273,L231,49.58333333
L274,L231,46.9
L292,L231,7.766666667
L299,L231,39.33333333
L309,L231,24.56666667
L310,L231,27.35
L313,L231,7.666666667
L315,L231,36.58333333
L321,L231,36.93333333
L323,L231,21.73333333
L328,L231,22.58333333
L333,L231,22.03333333
L334,L231,21.5
L336,L231,34.13333333
L338,L231,35.11666667
L349,L231,35.13333333
L355,L231,36.66666667
L361,L231,27.16666667
L365,L231,23.36666667
L370,L231,2.833333333
L371,L231,2.833333333
L375,L231,2.95
L382,L231,36.41666667
L385,L231,3.05
L387,L231,47.65
L392,L231,34.83333333
L393,L231,34.35
L402,L231,32.28333333
L408,L231,30.21666667
L411,L231,30.01666667
L412,L231,30.46666667
L418,L231,32.95
L423,L231,33.58333333
L430,L231,81.06666667
L431,L231,67.43333333
L437,L231,49.06666667
L444,L231,70.76666667
L445,L231,72.1
L469,L231,65.58333333
L483,L231,63.76666667
L493,L231,76.86666667
L495,L231,60.5
L496,L231,52.26666667
L511,L231,63.58333333
L527,L231,33.88333333
L529,L231,30.66666667
L530,L231,30.46666667
L540,L231,62.23333333
L543,L231,58.15
L554,L231,30.46666667
L556,L231,73.31666667
L560,L231,74.66666667
L0,L246,27.95
L7,L246,34.2
L18,L246,46.38333333
L26,L246,59.43333333
L33,L246,8
L36,L246,8.133333333
L38,L246,47
L57,L246,18.88333333
L62,L246,17.35
L63,L246,14.86666667
L70,L246,34.23333333
L75,L246,29.21666667
L76,L246,29.21666667
L77,L246,28.65
L78,L246,29.3
L79,L246,31.4
L80,L246,29.21666667
L81,L246,29.5
L82,L246,28.53333333
L91,L246,28.48333333
L93,L246,29.2
L99,L246,28.1
L102,L246,27.35
L103,L246,66.86666667
L106,L246,27.35
L113,L246,33.31666667
L116,L246,32.51666667
L122,L246,38.31666667
L128,L246,69.65
L134,L246,38.05
L135,L246,38.05
L138,L246,49.01666667
L139,L246,49.01666667
L141,L246,29.21666667
L145,L246,32.31666667
L146,L246,31.3
L147,L246,30.38333333
L150,L246,27.16666667
L151,L246,38.6
L153,L246,15.28333333
L154,L246,15.28333333
L155,L246,15.08333333
L156,L246,17.35
L157,L246,17.35
L159,L246,13.25
L162,L246,18.51666667
L168,L246,30.43333333
L171,L246,21.65
L173,L246,23.66666667
L178,L246,50.81666667
L179,L246,50.81666667
L185,L246,18.71666667
L186,L246,20.9
L191,L246,13.13333333
L203,L246,15
L206,L246,16.45
L213,L246,40.33333333
L222,L246,20.25
L227,L246,37.36666667
L229,L246,12.63333333
L231,L246,12.9
L246,L246,0
L247,L246,1.433333333
L249,L246,11.45
L252,L246,11.7
L262,L246,13.81666667
L271,L246,59.05
L273,L246,61.25
L274,L246,58.56666667
L292,L246,7.533333333
L299,L246,51.01666667
L309,L246,35.5
L310,L246,34.96666667
L313,L246,7.033333333
L315,L246,29.38333333
L321,L246,29.75
L323,L246,33.41666667
L328,L246,34.25
L333,L246,33.66666667
L334,L246,33.03333333
L336,L246,26.93333333
L338,L246,27.93333333
L349,L246,27.95
L355,L246,30.11666667
L361,L246,28.58333333
L365,L246,30.8
L370,L246,11.43333333
L371,L246,11.43333333
L375,L246,10.66666667
L382,L246,29.21666667
L385,L246,13.13333333
L387,L246,59.33333333
L392,L246,27.91666667
L393,L246,27.16666667
L402,L246,27.46666667
L408,L246,22.53333333
L411,L246,22.95
L412,L246,23.16666667
L418,L246,23.35
L423,L246,23.2
L430,L246,92.73333333
L431,L246,79.11666667
L437,L246,54.06666667
L444,L246,75.78333333
L445,L246,77.1
L469,L246,77.25
L483,L246,75.43333333
L493,L246,83.55
L495,L246,72.18333333
L496,L246,63.93333333
L511,L246,75.25
L527,L246,26.68333333
L529,L246,23.6
L530,L246,23.16666667
L540,L246,73.9
L543,L246,69.81666667
L554,L246,23.16666667
L556,L246,85
L560,L246,86.33333333
L0,L247,29.1
L7,L247,35.35
L18,L247,47.53333333
L26,L247,60.43333333
L33,L247,9.016666667
L36,L247,9.133333333
L38,L247,48.01666667
L57,L247,19.9
L62,L247,18.5
L63,L247,15.86666667
L70,L247,35.25
L75,L247,30.36666667
L76,L247,30.36666667
L77,L247,29.8
L78,L247,30.46666667
L79,L247,32.55
L80,L247,30.36666667
L81,L247,30.65
L82,L247,29.68333333
L91,L247,29.63333333
L93,L247,30.35
L99,L247,29.25
L102,L247,28.5
L103,L247,67.86666667
L106,L247,28.5
L113,L247,34.46666667
L116,L247,33.53333333
L122,L247,39.31666667
L128,L247,70.65
L134,L247,39.05
L135,L247,39.05
L138,L247,50.03333333
L139,L247,50.03333333
L141,L247,30.36666667
L145,L247,33.46666667
L146,L247,32.45
L147,L247,31.4
L150,L247,28.31666667
L151,L247,39.61666667
L153,L247,16.3
L154,L247,16.3
L155,L247,16.08333333
L156,L247,18.36666667
L157,L247,18.36666667
L159,L247,14.26666667
L162,L247,19.53333333
L168,L247,31.6
L171,L247,22.66666667
L173,L247,24.81666667
L178,L247,51.83333333
L179,L247,51.83333333
L185,L247,19.86666667
L186,L247,22.05
L191,L247,14.15
L203,L247,16
L206,L247,17.6
L213,L247,41.48333333
L222,L247,21.25
L227,L247,38.51666667
L229,L247,13.65
L231,L247,13.91666667
L246,L247,1.283333333
L247,L247,0
L249,L247,12.46666667
L252,L247,12.71666667
L262,L247,14.83333333
L271,L247,60.06666667
L273,L247,62.26666667
L274,L247,59.58333333
L292,L247,8.533333333
L299,L247,52.01666667
L309,L247,36.65
L310,L247,36.11666667
L313,L247,8.05
L315,L247,30.53333333
L321,L247,30.9
L323,L247,34.41666667
L328,L247,35.26666667
L333,L247,34.83333333
L334,L247,34.2
L336,L247,28.1
L338,L247,29.08333333
L349,L247,29.1
L355,L247,31.26666667
L361,L247,29.73333333
L365,L247,31.96666667
L370,L247,12.45
L371,L247,12.45
L375,L247,11.66666667
L382,L247,30.36666667
L385,L247,14.15
L387,L247,60.35
L392,L247,29.06666667
L393,L247,28.31666667
L402,L247,28.63333333
L408,L247,23.7
L411,L247,24.1
L412,L247,24.31666667
L418,L247,24.5
L423,L247,24.36666667
L430,L247,93.75
L431,L247,80.11666667
L437,L247,55.21666667
L444,L247,76.93333333
L445,L247,78.25
L469,L247,78.26666667
L483,L247,76.45
L493,L247,84.7
L495,L247,73.2
L496,L247,64.95
L511,L247,76.26666667
L527,L247,27.83333333
L529,L247,24.76666667
L530,L247,24.31666667
L540,L247,74.91666667
L543,L247,70.83333333
L554,L247,24.31666667
L556,L247,86
L560,L247,87.35
L0,L249,36.33333333
L7,L249,29.58333333
L18,L249,54.76666667
L26,L249,48.93333333
L33,L249,6.866666667
L36,L249,5.15
L38,L249,36.51666667
L57,L249,8.4
L62,L249,17.16666667
L63,L249,4.366666667
L70,L249,23.75
L75,L249,37.6
L76,L249,37.6
L77,L249,37.03333333
L78,L249,37.03333333
L79,L249,39.78333333
L80,L249,37.6
L81,L249,37.88333333
L82,L249,36.91666667
L91,L249,36.86666667
L93,L249,37.58333333
L99,L249,36.48333333
L102,L249,35.73333333
L103,L249,56.36666667
L106,L249,35.73333333
L113,L249,23.65
L116,L249,22.03333333
L122,L249,27.81666667
L128,L249,59.15
L134,L249,26.38333333
L135,L249,26.38333333
L138,L249,38.53333333
L139,L249,38.53333333
L141,L249,37.6
L145,L249,26.46666667
L146,L249,26.61666667
L147,L249,19.9
L150,L249,35.55
L151,L249,28.11666667
L153,L249,12.18333333
L154,L249,12.18333333
L155,L249,12.11666667
L156,L249,11.26666667
L157,L249,11.26666667
L159,L249,12.1
L162,L249,12.45
L168,L249,33.1
L171,L249,11.16666667
L173,L249,34.25
L178,L249,40.33333333
L179,L249,40.33333333
L185,L249,23.33333333
L186,L249,21.48333333
L191,L249,2.65
L203,L249,4.5
L206,L249,20.15
L213,L249,48.06666667
L222,L249,17.15
L227,L249,45.75
L229,L249,2.15
L231,L249,2.416666667
L246,L249,11.41666667
L247,L249,12.26666667
L249,L249,0
L252,L249,0.433333333
L262,L249,24.73333333
L271,L249,48.56666667
L273,L249,50.76666667
L274,L249,48.08333333
L292,L249,5.716666667
L299,L249,40.53333333
L309,L249,26.46666667
L310,L249,28.55
L313,L249,5.616666667
L315,L249,37.76666667
L321,L249,38.13333333
L323,L249,22.91666667
L328,L249,23.76666667
L333,L249,24.45
L334,L249,23.91666667
L336,L249,35.31666667
L338,L249,36.31666667
L349,L249,36.33333333
L355,L249,37.85
L361,L249,28.46666667
L365,L249,25.78333333
L370,L249,0.85
L371,L249,0.85
L375,L249,0.833333333
L382,L249,37.6
L385,L249,2.65
L387,L249,48.85
L392,L249,36.01666667
L393,L249,35.55
L402,L249,33.46666667
L408,L249,31.4
L411,L249,31.2
L412,L249,31.65
L418,L249,33.93333333
L423,L249,33.78333333
L430,L249,82.25
L431,L249,68.61666667
L437,L249,50.25
L444,L249,71.95
L445,L249,73.28333333
L469,L249,66.76666667
L483,L249,64.95
L493,L249,78.05
L495,L249,61.7
L496,L249,53.45
L511,L249,64.76666667
L527,L249,35.06666667
L529,L249,31.85
L530,L249,31.65
L540,L249,63.41666667
L543,L249,59.33333333
L554,L249,31.65
L556,L249,74.5
L560,L249,75.85
L0,L252,36.18333333
L7,L252,29.43333333
L18,L252,54.6
L26,L252,48.78333333
L33,L252,7.15
L36,L252,5.45
L38,L252,36.36666667
L57,L252,8.233333333
L62,L252,17.45
L63,L252,4.216666667
L70,L252,23.58333333
L75,L252,37.45
L76,L252,37.45
L77,L252,36.88333333
L78,L252,36.88333333
L79,L252,39.61666667
L80,L252,37.45
L81,L252,37.73333333
L82,L252,36.76666667
L91,L252,36.71666667
L93,L252,37.41666667
L99,L252,36.33333333
L102,L252,35.56666667
L103,L252,56.21666667
L106,L252,35.56666667
L113,L252,23.48333333
L116,L252,21.88333333
L122,L252,27.66666667
L128,L252,59
L134,L252,26.23333333
L135,L252,26.23333333
L138,L252,38.36666667
L139,L252,38.36666667
L141,L252,37.45
L145,L252,26.31666667
L146,L252,26.45
L147,L252,19.75
L150,L252,35.38333333
L151,L252,27.96666667
L153,L252,12.03333333
L154,L252,12.03333333
L155,L252,11.95
L156,L252,11.11666667
L157,L252,11.11666667
L159,L252,12.38333333
L162,L252,12.28333333
L168,L252,32.95
L171,L252,11.01666667
L173,L252,34.53333333
L178,L252,40.16666667
L179,L252,40.16666667
L185,L252,23.63333333
L186,L252,21.33333333
L191,L252,2.5
L203,L252,4.35
L206,L252,20.43333333
L213,L252,47.9
L222,L252,17
L227,L252,45.6
L229,L252,1.983333333
L231,L252,2.25
L246,L252,11.7
L247,L252,12.55
L249,L252,0.583333333
L252,L252,0
L262,L252,25.01666667
L271,L252,48.41666667
L273,L252,50.61666667
L274,L252,47.91666667
L292,L252,6.016666667
L299,L252,40.36666667
L309,L252,26.3
L310,L252,28.38333333
L313,L252,5.9
L315,L252,37.61666667
L321,L252,37.96666667
L323,L252,22.76666667
L328,L252,23.61666667
L333,L252,24.3
L334,L252,23.76666667
L336,L252,35.16666667
L338,L252,36.15
L349,L252,36.16666667
L355,L252,37.68333333
L361,L252,28.3
L365,L252,25.63333333
L370,L252,0.416666667
L371,L252,0.416666667
L375,L252,1.2
L382,L252,37.45
L385,L252,2.5
L387,L252,48.68333333
L392,L252,35.85
L393,L252,35.38333333
L402,L252,33.31666667
L408,L252,31.25
L411,L252,31.05
L412,L252,31.5
L418,L252,33.98333333
L423,L252,34.08333333
L430,L252,82.1
L431,L252,68.46666667
L437,L252,50.1
L444,L252,71.8
L445,L252,73.13333333
L469,L252,66.61666667
L483,L252,64.8
L493,L252,77.88333333
L495,L252,61.53333333
L496,L252,53.3
L511,L252,64.61666667
L527,L252,34.91666667
L529,L252,31.7
L530,L252,31.5
L540,L252,63.26666667
L543,L252,59.16666667
L554,L252,31.5
L556,L252,74.35
L560,L252,75.7
L0,L262,24.58333333
L7,L262,29.18333333
L18,L262,43.01666667
L26,L262,61.48333333
L33,L262,16.56666667
L36,L262,16.68333333
L38,L262,49.06666667
L57,L262,27.43333333
L62,L262,8.5
L63,L262,23.41666667
L70,L262,27.18333333
L75,L262,25.85
L76,L262,25.85
L77,L262,25.28333333
L78,L262,25.95
L79,L262,28.03333333
L80,L262,25.85
L81,L262,26.13333333
L82,L262,25.16666667
L91,L262,25.11666667
L93,L262,25.83333333
L99,L262,24.73333333
L102,L262,23.98333333
L103,L262,68.93333333
L106,L262,23.98333333
L113,L262,25.48333333
L116,L262,27.01666667
L122,L262,31.26666667
L128,L262,71.7
L134,L262,29.83333333
L135,L262,29.83333333
L138,L262,51.08333333
L139,L262,51.08333333
L141,L262,25.85
L145,L262,27.3
L146,L262,26.28333333
L147,L262,29.2
L150,L262,23.8
L151,L262,31.55
L153,L262,16.26666667
L154,L262,16.26666667
L155,L262,16.08333333
L156,L262,18.35
L157,L262,18.35
L159,L262,15.53333333
L162,L262,19.53333333
L168,L262,26.78333333
L171,L262,30.21666667
L173,L262,20.3
L178,L262,52.88333333
L179,L262,52.88333333
L185,L262,10.78333333
L186,L262,12.03333333
L191,L262,21.7
L203,L262,23.55
L206,L262,7.6
L213,L262,36.96666667
L222,L262,13.78333333
L227,L262,34
L229,L262,21.2
L231,L262,21.46666667
L246,L262,13.4
L247,L262,14.25
L249,L262,20.01666667
L252,L262,20.26666667
L262,L262,0
L271,L262,61.11666667
L273,L262,63.31666667
L274,L262,60.63333333
L292,L262,16.08333333
L299,L262,53.08333333
L309,L262,28.81666667
L310,L262,29.95
L313,L262,15.6
L315,L262,26.01666667
L321,L262,26.38333333
L323,L262,26.4
L328,L262,27.2
L333,L262,26.3
L334,L262,25.76666667
L336,L262,23.58333333
L338,L262,24.56666667
L349,L262,24.58333333
L355,L262,26.75
L361,L262,23.4
L365,L262,22.5
L370,L262,20
L371,L262,20
L375,L262,19.21666667
L382,L262,25.85
L385,L262,21.7
L387,L262,61.4
L392,L262,24.55
L393,L262,23.8
L402,L262,24.11666667
L408,L262,19.18333333
L411,L262,19.58333333
L412,L262,19.8
L418,L262,19.98333333
L423,L262,19.85
L430,L262,89.8
L431,L262,76.18333333
L437,L262,50.7
L444,L262,72.41666667
L445,L262,73.73333333
L469,L262,74.31666667
L483,L262,77.5
L493,L262,80.18333333
L495,L262,69.25
L496,L262,61
L511,L262,72.31666667
L527,L262,23.31666667
L529,L262,20.25
L530,L262,19.8
L540,L262,70.96666667
L543,L262,66.88333333
L554,L262,19.8
L556,L262,82.05
L560,L262,88.4
L0,L271,47.28333333
L7,L271,40.53333333
L18,L271,65.71666667
L26,L271,16.53333333
L33,L271,54.38333333
L36,L271,52.68333333
L38,L271,14.28333333
L57,L271,44.61666667
L62,L271,56.6
L63,L271,44
L70,L271,35.86666667
L75,L271,48.55
L76,L271,48.55
L77,L271,47.98333333
L78,L271,47.98333333
L79,L271,50.73333333
L80,L271,48.55
L81,L271,48.83333333
L82,L271,47.86666667
L91,L271,47.81666667
L93,L271,48.51666667
L99,L271,47.43333333
L102,L271,46.66666667
L103,L271,9.116666667
L106,L271,46.66666667
L113,L271,36.15
L116,L271,34.15
L122,L271,36.96666667
L128,L271,11.9
L134,L271,38.5
L135,L271,38.5
L138,L271,14.06666667
L139,L271,14.06666667
L141,L271,48.55
L145,L271,38.65
L146,L271,37.63333333
L147,L271,33.45
L150,L271,46.48333333
L151,L271,40.23333333
L153,L271,51.46666667
L154,L271,51.46666667
L155,L271,55.93333333
L156,L271,55.1
L157,L271,55.1
L159,L271,58.41666667
L162,L271,46.46666667
L168,L271,44.05
L171,L271,47.6
L173,L271,52.25
L178,L271,20.81666667
L179,L271,20.81666667
L185,L271,50.53333333
L186,L271,47.8
L191,L271,47.9
L203,L271,49.75
L206,L271,55.51666667
L213,L271,59
L222,L271,48.65
L227,L271,56.7
L229,L271,47.21666667
L231,L271,47.48333333
L246,L271,58.95
L247,L271,59.8
L249,L271,48.73333333
L252,L271,48.58333333
L262,L271,60.63333333
L271,L271,0
L273,L271,2.016666667
L274,L271,1.283333333
L292,L271,53.25
L299,L271,11.25
L309,L271,38.58333333
L310,L271,40.66666667
L313,L271,53.15
L315,L271,48.71666667
L321,L271,49.06666667
L323,L271,35.03333333
L328,L271,35.88333333
L333,L271,36.96666667
L334,L271,36.43333333
L336,L271,46.26666667
L338,L271,47.25
L349,L271,47.26666667
L355,L271,48.8
L361,L271,39.41666667
L365,L271,40
L370,L271,48.31666667
L371,L271,48.31666667
L375,L271,48.43333333
L382,L271,48.55
L385,L271,47.9
L387,L271,0.216666667
L392,L271,46.96666667
L393,L271,46.48333333
L402,L271,44.41666667
L408,L271,42.35
L411,L271,42.15
L412,L271,42.6
L418,L271,45.08333333
L423,L271,45.71666667
L430,L271,92.55
L431,L271,79.56666667
L437,L271,61.2
L444,L271,82.9
L445,L271,84.23333333
L469,L271,77.71666667
L483,L271,64.65
L493,L271,89
L495,L271,72.63333333
L496,L271,64.4
L511,L271,64.46666667
L527,L271,46.01666667
L529,L271,42.8
L530,L271,42.6
L540,L271,67.85
L543,L271,70.28333333
L554,L271,42.6
L556,L271,85.45
L560,L271,75.55
L0,L273,47.23333333
L7,L273,40.48333333
L18,L273,65.65
L26,L273,16.48333333
L33,L273,54.33333333
L36,L273,52.63333333
L38,L273,14.23333333
L57,L273,44.56666667
L62,L273,56.53333333
L63,L273,43.95
L70,L273,35.81666667
L75,L273,48.5
L76,L273,48.5
L77,L273,47.93333333
L78,L273,47.93333333
L79,L273,50.68333333
L80,L273,48.5
L81,L273,48.78333333
L82,L273,47.81666667
L91,L273,47.76666667
L93,L273,48.46666667
L99,L273,47.38333333
L102,L273,46.61666667
L103,L273,8.016666667
L106,L273,46.61666667
L113,L273,36.1
L116,L273,34.1
L122,L273,36.91666667
L128,L273,10.8
L134,L273,38.45
L135,L273,38.45
L138,L273,14.01666667
L139,L273,14.01666667
L141,L273,48.5
L145,L273,38.6
L146,L273,37.58333333
L147,L273,33.4
L150,L273,46.43333333
L151,L273,40.18333333
L153,L273,51.41666667
L154,L273,51.41666667
L155,L273,55.88333333
L156,L273,55.05
L157,L273,55.05
L159,L273,58.36666667
L162,L273,46.41666667
L168,L273,44
L171,L273,47.55
L173,L273,52.2
L178,L273,20.76666667
L179,L273,20.76666667
L185,L273,50.48333333
L186,L273,47.75
L191,L273,47.85
L203,L273,49.7
L206,L273,55.46666667
L213,L273,58.95
L222,L273,48.6
L227,L273,56.65
L229,L273,47.16666667
L231,L273,47.43333333
L246,L273,58.9
L247,L273,59.75
L249,L273,48.68333333
L252,L273,48.53333333
L262,L273,60.58333333
L271,L273,1.683333333
L273,L273,0
L274,L273,1.233333333
L292,L273,53.2
L299,L273,11.2
L309,L273,38.53333333
L310,L273,40.61666667
L313,L273,53.1
L315,L273,48.66666667
L321,L273,49.01666667
L323,L273,34.98333333
L328,L273,35.83333333
L333,L273,36.91666667
L334,L273,36.38333333
L336,L273,46.21666667
L338,L273,47.2
L349,L273,47.21666667
L355,L273,48.75
L361,L273,39.35
L365,L273,39.95
L370,L273,48.26666667
L371,L273,48.26666667
L375,L273,48.38333333
L382,L273,48.5
L385,L273,47.85
L387,L273,1.966666667
L392,L273,46.91666667
L393,L273,46.43333333
L402,L273,44.36666667
L408,L273,42.3
L411,L273,42.1
L412,L273,42.55
L418,L273,45.03333333
L423,L273,45.66666667
L430,L273,92.5
L431,L273,79.51666667
L437,L273,61.15
L444,L273,82.85
L445,L273,84.18333333
L469,L273,77.66666667
L483,L273,64.6
L493,L273,88.95
L495,L273,72.58333333
L496,L273,64.35
L511,L273,64.41666667
L527,L273,45.96666667
L529,L273,42.75
L530,L273,42.55
L540,L273,67.8
L543,L273,70.23333333
L554,L273,42.55
L556,L273,85.4
L560,L273,75.5
L0,L274,45.98333333
L7,L274,39.23333333
L18,L274,64.4
L26,L274,15.21666667
L33,L274,53.08333333
L36,L274,51.38333333
L38,L274,12.98333333
L57,L274,43.31666667
L62,L274,55.28333333
L63,L274,42.68333333
L70,L274,34.56666667
L75,L274,47.25
L76,L274,47.25
L77,L274,46.68333333
L78,L274,46.68333333
L79,L274,49.41666667
L80,L274,47.25
L81,L274,47.53333333
L82,L274,46.56666667
L91,L274,46.51666667
L93,L274,47.21666667
L99,L274,46.13333333
L102,L274,45.36666667
L103,L274,8.283333333
L106,L274,45.36666667
L113,L274,34.85
L116,L274,32.85
L122,L274,35.66666667
L128,L274,11.06666667
L134,L274,37.2
L135,L274,37.2
L138,L274,12.76666667
L139,L274,12.76666667
L141,L274,47.25
L145,L274,37.35
L146,L274,36.33333333
L147,L274,32.15
L150,L274,45.18333333
L151,L274,38.93333333
L153,L274,50.16666667
L154,L274,50.16666667
L155,L274,54.63333333
L156,L274,53.8
L157,L274,53.8
L159,L274,57.11666667
L162,L274,45.16666667
L168,L274,42.75
L171,L274,46.3
L173,L274,50.95
L178,L274,19.51666667
L179,L274,19.51666667
L185,L274,49.23333333
L186,L274,46.48333333
L191,L274,46.6
L203,L274,48.45
L206,L274,54.21666667
L213,L274,57.7
L222,L274,47.35
L227,L274,55.4
L229,L274,45.9
L231,L274,46.16666667
L246,L274,57.63333333
L247,L274,58.48333333
L249,L274,47.41666667
L252,L274,47.28333333
L262,L274,59.33333333
L271,L274,0.483333333
L273,L274,2.683333333
L274,L274,0
L292,L274,51.95
L299,L274,9.95
L309,L274,37.26666667
L310,L274,39.35
L313,L274,51.85
L315,L274,47.41666667
L321,L274,47.76666667
L323,L274,33.73333333
L328,L274,34.58333333
L333,L274,35.65
L334,L274,35.11666667
L336,L274,44.96666667
L338,L274,45.95
L349,L274,45.96666667
L355,L274,47.48333333
L361,L274,38.1
L365,L274,38.7
L370,L274,47.01666667
L371,L274,47.01666667
L375,L274,47.13333333
L382,L274,47.25
L385,L274,46.6
L387,L274,0.75
L392,L274,45.65
L393,L274,45.18333333
L402,L274,43.11666667
L408,L274,41.05
L411,L274,40.85
L412,L274,41.3
L418,L274,43.78333333
L423,L274,44.41666667
L430,L274,91.25
L431,L274,78.26666667
L437,L274,59.9
L444,L274,81.6
L445,L274,82.93333333
L469,L274,76.41666667
L483,L274,63.33333333
L493,L274,87.68333333
L495,L274,71.33333333
L496,L274,63.1
L511,L274,63.16666667
L527,L274,44.71666667
L529,L274,41.5
L530,L274,41.3
L540,L274,66.55
L543,L274,68.96666667
L554,L274,41.3
L556,L274,84.15
L560,L274,74.23333333
L0,L292,34.63333333
L7,L292,33.98333333
L18,L292,53.06666667
L26,L292,53.33333333
L33,L292,2.966666667
L36,L292,1.9
L38,L292,40.91666667
L57,L292,12.78333333
L62,L292,13.26666667
L63,L292,8.766666667
L70,L292,28.15
L75,L292,35.9
L76,L292,35.9
L77,L292,35.33333333
L78,L292,35.98333333
L79,L292,38.08333333
L80,L292,35.9
L81,L292,36.18333333
L82,L292,35.21666667
L91,L292,35.16666667
L93,L292,35.86666667
L99,L292,34.78333333
L102,L292,34.01666667
L103,L292,60.76666667
L106,L292,34.01666667
L113,L292,28.43333333
L116,L292,26.43333333
L122,L292,32.21666667
L128,L292,63.55
L134,L292,31.95
L135,L292,31.95
L138,L292,42.91666667
L139,L292,42.91666667
L141,L292,35.9
L145,L292,31.25
L146,L292,31.08333333
L147,L292,24.3
L150,L292,33.83333333
L151,L292,32.51666667
L153,L292,10.23333333
L154,L292,10.23333333
L155,L292,10.03333333
L156,L292,12.3
L157,L292,12.3
L159,L292,8.2
L162,L292,13.46666667
L168,L292,37.11666667
L171,L292,15.56666667
L173,L292,30.35
L178,L292,44.71666667
L179,L292,44.71666667
L185,L292,19.43333333
L186,L292,19.53333333
L191,L292,7.05
L203,L292,8.9
L206,L292,16.25
L213,L292,47.01666667
L222,L292,15.2
L227,L292,44.05
L229,L292,6.55
L231,L292,6.8
L246,L292,7.516666667
L247,L292,8.366666667
L249,L292,5.366666667
L252,L292,5.616666667
L262,L292,16.8
L271,L292,52.96666667
L273,L292,55.16666667
L274,L292,52.46666667
L292,L292,0
